   9.7000000000000011                    (160.74747258550275,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   9.8000000000000007                    (160.75353788525760,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   9.9000000000000004                    (160.75966516084483,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   10.000000000000000                    (160.76585440517820,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   10.100000000000001                    (160.77210561110081,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   10.200000000000001                    (160.77841877138533,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   10.300000000000001                    (160.78479387873392,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   10.400000000000000                    (160.79123092577828,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   10.500000000000000                    (160.79772990507968,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   10.600000000000001                    (160.80429080912907,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   10.700000000000001                    (160.81091363034710,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   10.800000000000001                    (160.81759836108407,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   10.900000000000000                    (160.82434499362014,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   11.000000000000000                    (160.83115352016523,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   11.100000000000001                    (160.83802393285907,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   11.200000000000001                    (160.84495622377145,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   11.300000000000001                    (160.85195038490193,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   11.400000000000000                    (160.85900640818019,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   11.500000000000000                    (160.86612428546587,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   11.600000000000001                    (160.87330400854879,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   11.700000000000001                    (160.88054556914878,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   11.800000000000001                    (160.88784895891595,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   11.900000000000000                    (160.89521416943063,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   12.000000000000000                    (160.90264119220342,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   12.100000000000001                    (160.91013001867518,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   12.200000000000001                    (160.91768064021727,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   12.300000000000001                    (160.92529304813135,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   12.400000000000000                    (160.93296723364966,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   12.500000000000000                    (160.94070318793487,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   12.600000000000001                    (160.94850090208033,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   12.700000000000001                    (160.95636036710994,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   12.800000000000001                    (160.96428157397824,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   12.900000000000000                    (160.97226451357065,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   13.000000000000000                    (160.98030917670320,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   13.100000000000001                    (160.98841555412287,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   13.200000000000001                    (160.99658363650749,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   13.300000000000001                    (161.00481341446581,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   13.400000000000000                    (161.01310487853760,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   13.500000000000000                    (161.02145801919369,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   13.600000000000001                    (161.02987282683594,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   13.700000000000001                    (161.03834929179743,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   13.800000000000001                    (161.04688740434244,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   13.900000000000000                    (161.05548715466651,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   14.000000000000000                    (161.06414853289652,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   14.100000000000001                    (161.07287152909069,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   14.200000000000001                    (161.08165613323868,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   14.300000000000001                    (161.09050233526170,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   14.400000000000000                    (161.09941012501241,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   14.500000000000000                    (161.10837949227519,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   14.600000000000001                    (161.11741042676596,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   14.700000000000001                    (161.12650291813247,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   14.800000000000001                    (161.13565695595420,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   14.900000000000000                    (161.14487252974249,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   15.000000000000000                    (161.15414962894053,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   15.100000000000001                    (161.16348824292353,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   15.200000000000001                    (161.17288836099871,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   15.300000000000001                    (161.18234997240532,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   15.400000000000000                    (161.19187306631483,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   15.500000000000000                    (161.20145763183083,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   15.600000000000001                    (161.21110365798924,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   15.700000000000001                    (161.22081113375827,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   15.800000000000001                    (161.23058004803852,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   15.900000000000000                    (161.24041038966303,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   16.000000000000000                    (161.25030214739741,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   16.100000000000001                    (161.26025530993977,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   16.199999999999999                    (161.27026986592088,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   16.300000000000001                    (161.28034580390431,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   16.400000000000002                    (161.29048311238626,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   16.500000000000000                    (161.30068177979581,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   16.600000000000001                    (161.31094179449499,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   16.699999999999999                    (161.32126314477875,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   16.800000000000001                    (161.33164581887507,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   16.900000000000002                    (161.34208980494506,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   17.000000000000000                    (161.35259509108292,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   17.100000000000001                    (161.36316166531614,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   17.199999999999999                    (161.37378951560552,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   17.300000000000001                    (161.38447862984518,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   17.400000000000002                    (161.39522899586268,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   17.500000000000000                    (161.40604060141911,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   17.600000000000001                    (161.41691343420908,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   17.699999999999999                    (161.42784748186094,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   17.800000000000001                    (161.43884273193657,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   17.900000000000002                    (161.44989917193183,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   18.000000000000000                    (161.46101678927627,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   18.100000000000001                    (161.47219557133343,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   18.199999999999999                    (161.48343550540085,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   18.300000000000001                    (161.49473657871005,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   18.400000000000002                    (161.50609877842680,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   18.500000000000000                    (161.51752209165096,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   18.600000000000001                    (161.52900650541670,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   18.699999999999999                    (161.54055200669259,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   18.800000000000001                    (161.55215858238154,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   18.900000000000002                    (161.56382621932099,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   19.000000000000000                    (161.57555490428294,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   19.100000000000001                    (161.58734462397405,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   19.200000000000003                    (161.59919536503563,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   19.300000000000001                    (161.61110711404385,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   19.400000000000002                    (161.62307985750968,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   19.500000000000000                    (161.63511358187910,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   19.600000000000001                    (161.64720827353298,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   19.700000000000003                    (161.65936391878745,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   19.800000000000001                    (161.67158050389361,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   19.900000000000002                    (161.68385801503794,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   20.000000000000000                    (161.69619643834221,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   20.100000000000001                    (161.70859575986353,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   20.200000000000003                    (161.72105596559453,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   20.300000000000001                    (161.73357704146332,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   20.400000000000002                    (161.74615897333373,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   20.500000000000000                    (161.75880174700526,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   20.600000000000001                    (161.77150534821314,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   20.700000000000003                    (161.78426976262853,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   20.800000000000001                    (161.79709497585841,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   20.900000000000002                    (161.80998097344599,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   21.000000000000000                    (161.82292774087037,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   21.100000000000001                    (161.83593526354693,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   21.200000000000003                    (161.84900352682729,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   21.300000000000001                    (161.86213251599941,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   21.400000000000002                    (161.87532221628766,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   21.500000000000000                    (161.88857261285293,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   21.600000000000001                    (161.90188369079266,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   21.700000000000003                    (161.91525543514098,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   21.800000000000001                    (161.92868783086880,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   21.900000000000002                    (161.94218086288376,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   22.000000000000000                    (161.95573451603050,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   22.100000000000001                    (161.96934877509062,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   22.200000000000003                    (161.98302362478285,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   22.300000000000001                    (161.99675904976294,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   22.400000000000002                    (162.01055503462405,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   22.500000000000000                    (162.02441156389662,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   22.600000000000001                    (162.03832862204840,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   22.700000000000003                    (162.05230619348481,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   22.800000000000001                    (162.06634426254871,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   22.900000000000002                    (162.08044281352070,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   23.000000000000000                    (162.09460183061913,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   23.100000000000001                    (162.10882129800018,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   23.200000000000003                    (162.12310119975794,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   23.300000000000001                    (162.13744151992455,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   23.400000000000002                    (162.15184224247022,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   23.500000000000000                    (162.16630335130338,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   23.600000000000001                    (162.18082483027072,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   23.700000000000003                    (162.19540666315723,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   23.800000000000001                    (162.21004883368647,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   23.900000000000002                    (162.22475132552046,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   24.000000000000000                    (162.23951412225986,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   24.100000000000001                    (162.25433720744402,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   24.200000000000003                    (162.26922056455115,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   24.300000000000001                    (162.28416417699836,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   24.400000000000002                    (162.29916802814165,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   24.500000000000000                    (162.31423210127616,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   24.600000000000001                    (162.32935637963627,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   24.700000000000003                    (162.34454084639543,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   24.800000000000001                    (162.35978548466659,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   24.900000000000002                    (162.37509027750210,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   25.000000000000000                    (162.39045520789378,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   25.100000000000001                    (162.40588025877312,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   25.200000000000003                    (162.42136541301133,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   25.300000000000001                    (162.43691065341937,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   25.400000000000002                    (162.45251596274818,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   25.500000000000000                    (162.46818132368858,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   25.600000000000001                    (162.48390671887157,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   25.700000000000003                    (162.49969213086823,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   25.800000000000001                    (162.51553754218995,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   25.900000000000002                    (162.53144293528854,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   26.000000000000000                    (162.54740829255616,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   26.100000000000001                    (162.56343359632558,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   26.200000000000003                    (162.57951882887016,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   26.300000000000001                    (162.59566397240411,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   26.400000000000002                    (162.61186900908234,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   26.500000000000000                    (162.62813392100074,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   26.600000000000001                    (162.64445869019625,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   26.700000000000003                    (162.66084329864688,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   26.800000000000001                    (162.67728772827186,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   26.900000000000002                    (162.69379196093180,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   27.000000000000000                    (162.71035597842859,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   27.100000000000001                    (162.72697976250575,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   27.200000000000003                    (162.74366329484829,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   27.300000000000001                    (162.76040655708303,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   27.400000000000002                    (162.77720953077846,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   27.500000000000000                    (162.79407219744505,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   27.600000000000001                    (162.81099453853523,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   27.700000000000003                    (162.82797653544355,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   27.800000000000001                    (162.84501816950666,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   27.900000000000002                    (162.86211942200356,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   28.000000000000000                    (162.87928027415566,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   28.100000000000001                    (162.89650070712676,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   28.200000000000003                    (162.91378070202336,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   28.300000000000001                    (162.93112023989448,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   28.400000000000002                    (162.94851930173209,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   28.500000000000000                    (162.96597786847093,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   28.600000000000001                    (162.98349592098873,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   28.700000000000003                    (163.00107344010638,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   28.800000000000001                    (163.01871040658784,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
   28.900000000000002                    (163.03640680114043,0.0000000000000000)   1.0000000000000000        1.0000000000000000     
